;X1;X2;Y1;Y2;Z
11:31:29.5081881;8;13;1;3;FALSE
11:31:29.5864500;8;13;1;3;FALSE
11:31:29.6599480;8;13;1;3;FALSE
11:31:29.7503335;8;13;1;3;FALSE
11:31:29.8561753;8;13;1;3;FALSE
11:31:29.9406199;8;13;1;3;FALSE
11:31:30.0091746;8;13;1;3;FALSE
11:31:30.0876132;8;13;1;3;FALSE
11:31:30.1725247;8;13;1;3;FALSE
11:31:30.2572300;8;13;1;3;FALSE
11:31:30.3576360;8;13;1;3;FALSE
11:31:30.4626138;8;13;1;3;FALSE
11:31:30.5582071;8;13;1;3;FALSE
11:31:30.6582255;8;13;1;3;FALSE
11:31:30.7275261;8;13;1;3;FALSE
11:31:30.8119535;8;13;1;3;FALSE
11:31:30.9122046;8;13;1;3;FALSE
11:31:30.9955991;8;13;1;3;FALSE
11:31:31.0745390;8;13;1;3;FALSE
11:31:31.1436122;8;13;1;3;FALSE
11:31:31.2439619;8;13;1;3;FALSE
11:31:31.3443307;8;13;1;3;FALSE
11:31:31.4289802;8;13;1;3;FALSE
11:31:31.5133475;8;13;1;3;FALSE
11:31:31.6134954;8;13;1;3;FALSE
11:31:31.7136065;8;13;1;3;FALSE
11:31:31.7914769;8;13;1;3;FALSE
11:31:31.8766855;8;13;1;3;FALSE
11:31:31.9613136;8;13;1;3;FALSE
11:31:32.0460081;8;13;1;3;FALSE
11:31:32.1464468;8;13;1;3;FALSE
11:31:32.2622658;8;13;1;3;FALSE
11:31:32.3522386;8;13;1;3;FALSE
11:31:32.4158825;8;13;1;3;FALSE
11:31:32.4942608;8;13;1;3;FALSE
11:31:32.5788986;8;13;1;3;FALSE
11:31:32.6792819;8;13;1;3;FALSE
11:31:32.7796603;8;13;1;3;FALSE
11:31:32.8642841;8;13;1;3;FALSE
11:31:32.9327045;8;13;1;3;FALSE
11:31:33.0179425;8;13;1;3;FALSE
11:31:33.1181960;8;13;1;3;FALSE
11:31:33.1963178;8;13;1;3;FALSE
11:31:33.2808686;8;13;1;3;FALSE
11:31:33.3728020;8;13;1;3;FALSE
11:31:33.4659514;8;13;1;3;FALSE
11:31:33.5662215;8;13;1;3;FALSE
11:31:33.6353655;8;13;1;3;FALSE
11:31:33.7198480;8;13;1;3;FALSE
11:31:33.8198195;8;13;1;3;FALSE
11:31:33.9203181;8;13;1;3;FALSE
11:31:33.9983718;8;13;1;3;FALSE
11:31:34.0517517;8;13;1;3;FALSE
11:31:34.1521116;8;13;1;3;FALSE
11:31:34.2524814;8;13;1;3;FALSE
11:31:34.3211191;8;13;1;3;FALSE
11:31:34.4216177;8;13;1;3;FALSE
11:31:34.5219211;8;13;1;3;FALSE
11:31:34.5999537;8;13;1;3;FALSE
11:31:34.6853430;8;13;1;3;FALSE
11:31:34.7390250;8;13;1;3;FALSE
11:31:34.8236105;8;13;1;3;FALSE
11:31:34.9238648;8;13;1;3;FALSE
11:31:35.0018855;8;13;1;3;FALSE
11:31:35.0758805;8;13;1;3;FALSE
11:31:35.1711228;8;13;1;3;FALSE
11:31:35.2714163;8;13;1;3;FALSE
11:31:35.3715061;8;13;1;3;FALSE
11:31:35.4404869;8;13;1;3;FALSE
11:31:35.5247370;8;13;1;3;FALSE
11:31:35.6250713;8;13;1;3;FALSE
11:31:35.7250594;8;13;1;3;FALSE
11:31:35.8033756;8;13;1;3;FALSE
11:31:35.8722018;8;13;1;3;FALSE
11:31:35.9725355;8;13;1;3;FALSE
11:31:36.0728928;8;13;1;3;FALSE
11:31:36.1573528;8;14;1;3;FALSE
11:31:36.2577496;8;14;1;3;FALSE
11:31:36.3580507;8;14;1;3;FALSE
11:31:36.4487088;8;14;1;3;FALSE
11:31:36.5273190;8;14;1;3;FALSE
11:31:36.6272943;8;14;1;3;FALSE
11:31:36.7271798;8;14;1;3;FALSE
11:31:36.8276170;8;14;1;3;FALSE
11:31:36.9055568;8;14;1;3;FALSE
11:31:36.9747773;8;14;1;3;FALSE
11:31:37.0598201;8;14;1;3;FALSE
11:31:37.1443759;8;14;1;3;FALSE
11:31:37.2288566;8;14;1;3;FALSE
11:31:37.3290107;8;14;1;3;FALSE
11:31:37.4291547;8;14;1;3;FALSE
11:31:37.5071829;8;13;1;4;FALSE
11:31:37.5915312;8;13;1;4;FALSE
11:31:37.6606316;8;13;1;4;FALSE
11:31:37.7610682;8;13;1;4;FALSE
11:31:37.8615320;8;13;1;4;FALSE
11:31:37.9621005;8;13;1;4;FALSE
11:31:38.0623768;8;13;1;4;FALSE
11:31:38.1571331;8;13;1;4;FALSE
11:31:38.2633610;8;13;1;4;FALSE
11:31:38.3321671;8;13;1;4;FALSE
11:31:38.4325931;8;13;1;4;FALSE
11:31:38.5325972;8;13;1;4;FALSE
11:31:38.6332820;8;13;1;4;FALSE
11:31:38.7337090;8;13;1;4;FALSE
11:31:38.8338078;8;13;1;4;FALSE
11:31:38.9340111;8;13;1;4;FALSE
11:31:39.0120820;8;13;1;4;FALSE
11:31:39.0966882;8;13;1;4;FALSE
11:31:39.2015678;8;13;1;4;FALSE
11:31:39.3041628;8;13;1;4;FALSE
11:31:39.3975860;8;13;1;4;FALSE
11:31:39.4512527;8;13;1;4;FALSE
11:31:39.5357854;8;13;1;4;FALSE
11:31:39.6360252;8;13;1;4;FALSE
11:31:39.7143116;8;13;1;4;FALSE
11:31:39.7991879;8;13;1;4;FALSE
11:31:39.8996575;8;13;1;4;FALSE
11:31:39.9999001;8;13;1;4;FALSE
11:31:40.0846866;8;13;1;3;FALSE
11:31:40.1695776;8;13;1;3;FALSE
11:31:40.2696033;8;14;1;3;FALSE
11:31:40.3697305;8;14;1;3;FALSE
11:31:40.4706711;8;14;1;3;FALSE
11:31:40.5710823;8;14;1;3;FALSE
11:31:40.6713056;8;14;1;3;FALSE
11:31:40.7560902;8;14;1;3;FALSE
11:31:40.8403855;8;14;1;3;FALSE
11:31:40.9404603;8;14;1;3;FALSE
11:31:41.0404647;8;14;1;3;FALSE
11:31:41.1405452;8;14;1;3;FALSE
11:31:41.2408537;8;14;1;3;FALSE
11:31:41.3408191;8;14;1;3;FALSE
11:31:41.4407931;8;14;1;3;FALSE
11:31:41.5143821;8;14;1;3;FALSE
11:31:41.6032485;8;14;1;3;FALSE
11:31:41.7032127;8;14;1;3;FALSE
11:31:41.8036131;8;14;1;3;FALSE
11:31:41.8931093;8;14;1;3;FALSE
11:31:41.9883383;8;14;1;3;FALSE
11:31:42.0886645;8;14;1;3;FALSE
11:31:42.1886529;8;14;1;3;FALSE
11:31:42.2887127;8;14;1;3;FALSE
11:31:42.3737355;8;14;1;3;FALSE
11:31:42.4740674;8;14;1;3;FALSE
11:31:42.5744247;8;14;1;3;FALSE
11:31:42.6428532;8;14;1;3;FALSE
11:31:42.7437815;8;14;1;3;FALSE
11:31:42.8439588;8;14;1;3;FALSE
11:31:42.9440258;8;14;1;3;FALSE
11:31:43.0222356;8;14;1;3;FALSE
11:31:43.0911312;8;14;1;3;FALSE
11:31:43.1912086;8;14;1;3;FALSE
11:31:43.2975722;8;14;1;3;FALSE
11:31:43.3911318;8;14;1;3;FALSE
11:31:43.4766106;8;14;1;3;FALSE
11:31:43.5769596;8;14;1;3;FALSE
11:31:43.6771601;8;14;1;3;FALSE
11:31:43.7462105;8;14;1;3;FALSE
11:31:43.8464540;8;14;1;3;FALSE
11:31:43.9465277;8;14;1;3;FALSE
11:31:44.0465262;8;14;1;3;FALSE
11:31:44.1469527;8;14;1;3;FALSE
11:31:44.2475281;8;14;1;3;FALSE
11:31:44.3480028;8;14;1;3;FALSE
11:31:44.4141048;8;14;1;3;FALSE
11:31:44.5113499;8;14;1;3;FALSE
11:31:44.6173204;8;14;1;3;FALSE
11:31:44.7116064;8;14;1;3;FALSE
11:31:44.7961561;8;14;1;3;FALSE
11:31:44.8652465;8;14;1;3;FALSE
11:31:44.9656091;8;14;1;3;FALSE
11:31:45.0659588;8;14;1;3;FALSE
11:31:45.1665334;8;14;1;3;FALSE
11:31:45.2668539;8;14;1;3;FALSE
11:31:45.3672278;8;14;1;3;FALSE
11:31:45.4520641;8;14;1;3;FALSE
11:31:45.5679025;8;14;1;3;FALSE
11:31:45.6574856;8;14;1;3;FALSE
11:31:45.7373952;8;14;1;3;FALSE
11:31:45.8156475;8;14;1;3;FALSE
11:31:45.9002625;8;14;1;3;FALSE
11:31:45.9902751;8;14;1;3;FALSE
11:31:46.0692278;8;14;1;3;FALSE
11:31:46.1536620;8;14;1;3;FALSE
11:31:46.2384849;8;14;1;3;FALSE
11:31:46.3386202;8;14;1;3;FALSE
11:31:46.4388409;8;14;1;3;FALSE
11:31:46.5394041;8;14;1;3;FALSE
11:31:46.6396760;8;14;1;3;FALSE
11:31:46.7402041;8;14;1;3;FALSE
11:31:46.8182213;8;14;1;3;FALSE
11:31:46.9027227;8;14;1;3;FALSE
11:31:46.9717763;8;14;1;3;FALSE
11:31:47.0566879;8;14;1;3;FALSE
11:31:47.1410217;8;14;1;3;FALSE
11:31:47.2408902;8;14;1;3;FALSE
11:31:47.3410121;8;14;1;3;FALSE
11:31:47.4410378;8;14;1;3;FALSE
11:31:47.5410462;8;14;1;3;FALSE
11:31:47.6410122;8;14;1;3;FALSE
11:31:47.7192182;8;14;1;3;FALSE
11:31:47.7880770;8;14;1;3;FALSE
11:31:47.8883420;8;14;1;3;FALSE
11:31:47.9884499;8;14;1;3;FALSE
11:31:48.0887793;8;14;1;3;FALSE
11:31:48.1733704;8;14;1;3;FALSE
11:31:48.2738206;8;14;1;3;FALSE
11:31:48.3740984;8;14;1;3;FALSE
11:31:48.4426672;8;14;1;3;FALSE
11:31:48.5430906;8;14;1;3;FALSE
11:31:48.6430660;8;14;1;3;FALSE
11:31:48.7260114;8;14;1;3;FALSE
11:31:48.7903201;8;14;1;3;FALSE
11:31:48.8910039;8;14;1;3;FALSE
11:31:48.9911049;8;14;1;3;FALSE
11:31:49.0914791;8;14;1;3;FALSE
11:31:49.1763570;8;14;1;3;FALSE
11:31:49.2766945;8;14;1;3;FALSE
11:31:49.3770681;8;14;1;3;FALSE
11:31:49.4770907;8;14;1;3;FALSE
11:31:49.5459913;8;14;1;3;FALSE
11:31:49.6463517;8;14;1;3;FALSE
11:31:49.7468775;8;14;1;3;FALSE
11:31:49.8206158;8;14;1;3;FALSE
11:31:49.9173786;8;14;1;3;FALSE
11:31:49.9882023;8;14;1;3;FALSE
11:31:50.0749598;8;14;1;3;FALSE
11:31:50.1853974;8;14;1;3;FALSE
11:31:50.2821724;8;14;1;3;FALSE
11:31:50.3859652;8;14;1;3;FALSE
11:31:50.4566752;8;14;1;3;FALSE
11:31:50.5565591;8;14;1;3;FALSE
11:31:50.6569863;8;14;1;3;FALSE
11:31:50.7217641;8;14;1;3;FALSE
11:31:50.7881862;8;14;1;3;FALSE
11:31:50.8882508;8;14;1;3;FALSE
11:31:50.9883448;8;14;1;3;FALSE
11:31:51.0886418;8;14;1;3;FALSE
11:31:51.1574650;8;14;1;3;FALSE
11:31:51.2574716;8;14;1;3;FALSE
11:31:51.3619243;8;14;1;3;FALSE
11:31:51.4535433;8;14;1;3;FALSE
11:31:51.5576555;8;14;1;3;FALSE
11:31:51.6576327;8;14;1;3;FALSE
11:31:51.7359564;8;14;1;3;FALSE
11:31:51.8359911;8;14;1;3;FALSE
11:31:51.9051102;8;14;1;3;FALSE
11:31:51.9895646;8;14;1;3;FALSE
11:31:52.0899979;8;14;1;3;FALSE
11:31:52.1903453;8;14;1;3;FALSE
11:31:52.2589049;8;14;1;3;FALSE
11:31:52.3594365;8;14;1;3;FALSE
11:31:52.4595995;8;14;1;3;FALSE
11:31:52.5596861;8;14;1;3;FALSE
11:31:52.6597707;8;14;1;3;FALSE
11:31:52.7603343;8;14;1;3;FALSE
11:31:52.8604006;8;14;1;3;FALSE
11:31:52.9605176;8;14;1;3;FALSE
11:31:53.0610502;8;14;1;3;FALSE
11:31:53.1612246;8;14;1;3;FALSE
11:31:53.2613634;8;14;1;3;FALSE
11:31:53.3394992;8;14;1;3;FALSE
11:31:53.4243995;8;14;1;3;FALSE
11:31:53.5092978;8;14;1;3;FALSE
11:31:53.6095962;8;14;1;3;FALSE
11:31:53.7099098;8;14;1;3;FALSE
11:31:53.8101932;8;14;1;3;FALSE
11:31:53.9104905;8;14;1;3;FALSE
11:31:54.0110189;8;14;1;3;FALSE
11:31:54.1115646;8;14;1;3;FALSE
11:31:54.2116050;8;14;1;3;FALSE
11:31:54.3038523;8;14;1;3;FALSE
11:31:54.4119553;8;14;1;3;FALSE
11:31:54.4968089;8;14;1;3;FALSE
11:31:54.5969993;8;14;1;3;FALSE
11:31:54.6975346;8;14;1;3;FALSE
11:31:54.7662463;8;14;1;3;FALSE
11:31:54.8664752;8;14;1;3;FALSE
11:31:54.9667059;8;14;1;3;FALSE
11:31:55.0668894;8;14;1;3;FALSE
11:31:55.1448995;8;14;1;3;FALSE
11:31:55.2295473;8;14;1;3;FALSE
11:31:55.3295228;8;14;1;3;FALSE
11:31:55.4298158;8;14;1;3;FALSE
11:31:55.5171386;8;14;1;3;FALSE
11:31:55.6154853;8;14;1;3;FALSE
11:31:55.7158775;8;14;1;3;FALSE
11:31:55.8005482;8;14;1;3;FALSE
11:31:55.8693625;8;14;1;3;FALSE
11:31:55.9696091;8;14;1;3;FALSE
11:31:56.0698223;8;14;1;3;FALSE
11:31:56.1699779;8;14;1;3;FALSE
11:31:56.2704299;8;14;1;3;FALSE
11:31:56.3707906;8;14;1;3;FALSE
11:31:56.4707675;8;14;1;3;FALSE
11:31:56.5488156;8;14;1;3;FALSE
11:31:56.6334750;8;14;1;3;FALSE
11:31:56.7337728;8;14;1;3;FALSE
11:31:56.8340378;8;14;1;3;FALSE
11:31:56.9239076;8;14;1;3;FALSE
11:31:57.0189347;8;14;1;3;FALSE
11:31:57.1192874;8;14;1;3;FALSE
11:31:57.2196790;8;14;1;3;FALSE
11:31:57.3200143;8;14;1;3;FALSE
11:31:57.4203680;8;14;1;3;FALSE
11:31:57.5204472;8;14;2;3;FALSE
11:31:57.6046494;9;14;1;3;FALSE
11:31:57.6966872;8;15;1;3;FALSE
11:31:57.8051826;9;15;1;3;FALSE
11:31:57.9209325;9;15;1;3;FALSE
11:31:58.0210337;8;15;1;3;FALSE
11:31:58.1059632;8;16;1;3;FALSE
11:31:58.1906603;9;16;1;3;FALSE
11:31:58.2752904;9;16;1;3;FALSE
11:31:58.3534864;9;16;1;3;FALSE
11:31:58.4381658;9;16;1;3;FALSE
11:31:58.5385356;9;15;1;3;FALSE
11:31:58.6231520;9;15;1;3;FALSE
11:31:58.7235906;9;15;1;3;FALSE
11:31:58.8083239;9;15;1;3;FALSE
11:31:58.9089871;9;15;1;3;FALSE
11:31:58.9937832;9;15;2;3;FALSE
11:31:59.0782990;9;15;1;3;FALSE
11:31:59.1565908;9;15;1;3;FALSE
11:31:59.2568589;9;15;1;3;FALSE
11:31:59.3572354;9;15;1;3;FALSE
11:31:59.4573534;9;15;1;3;FALSE
11:31:59.5234148;9;15;1;3;FALSE
11:31:59.6062455;9;15;1;3;FALSE
11:31:59.7117246;9;14;1;3;FALSE
11:31:59.8114697;9;14;1;3;FALSE
11:31:59.9120513;9;14;1;3;FALSE
11:32:00.0123116;8;14;1;3;FALSE
11:32:00.1125292;8;14;1;3;FALSE
11:32:00.1815369;7;13;1;3;FALSE
11:32:00.2824621;7;12;2;3;FALSE
11:32:00.3606056;7;12;2;3;FALSE
11:32:00.4449624;6;12;2;3;FALSE
11:32:00.5295077;6;11;2;4;FALSE
11:32:00.6138563;6;11;1;4;FALSE
11:32:00.7141185;6;11;1;4;FALSE
11:32:00.7987767;6;11;2;4;FALSE
11:32:00.8831783;6;11;2;4;FALSE
11:32:00.9610845;6;10;2;4;FALSE
11:32:01.0303076;6;10;2;4;FALSE
11:32:01.1147426;6;10;2;4;FALSE
11:32:01.2150379;6;10;2;4;FALSE
11:32:01.2838756;6;11;2;4;FALSE
11:32:01.3841468;6;11;2;4;FALSE
11:32:01.4624624;6;11;2;4;FALSE
11:32:01.5624276;6;11;2;4;FALSE
11:32:01.6472066;6;11;2;4;FALSE
11:32:01.7011529;6;10;2;4;FALSE
11:32:01.7857548;6;10;2;4;FALSE
11:32:01.8638736;6;10;2;4;FALSE
11:32:01.9504837;6;10;2;4;FALSE
11:32:02.0176204;6;10;2;4;FALSE
11:32:02.1176820;6;10;2;4;FALSE
11:32:02.2180503;6;11;2;4;FALSE
11:32:02.3185424;6;11;2;4;FALSE
11:32:02.3867390;6;12;2;3;FALSE
11:32:02.4804107;6;12;1;3;FALSE
11:32:02.5812957;6;12;1;3;FALSE
11:32:02.6815396;7;13;1;3;FALSE
11:32:02.7506696;7;14;1;3;FALSE
11:32:02.8349168;7;14;1;3;FALSE
11:32:02.9507919;8;14;1;3;FALSE
11:32:03.0511627;9;15;1;3;FALSE
11:32:03.1515047;9;15;1;3;FALSE
11:32:03.2518276;9;15;1;3;FALSE
11:32:03.3522543;9;15;1;3;FALSE
11:32:03.4525235;10;15;1;3;FALSE
11:32:03.5373003;10;15;1;3;FALSE
11:32:03.6376520;10;15;1;3;FALSE
11:32:03.7378047;10;15;1;3;FALSE
11:32:03.8380794;10;15;1;3;FALSE
11:32:03.9381098;10;15;1;3;FALSE
11:32:04.0392052;11;15;1;3;FALSE
11:32:04.1394952;11;15;1;3;FALSE
11:32:04.2083164;11;15;1;4;FALSE
11:32:04.3087851;11;15;1;4;FALSE
11:32:04.4094237;11;16;1;4;FALSE
11:32:04.4718497;11;16;1;4;FALSE
11:32:04.5571391;11;16;1;4;FALSE
11:32:04.6572168;12;16;1;4;FALSE
11:32:04.7575754;12;16;1;5;FALSE
11:32:04.8578422;12;16;1;5;FALSE
11:32:04.9425696;12;16;1;6;FALSE
11:32:05.0429648;13;16;1;6;FALSE
11:32:05.1434575;13;16;2;6;FALSE
11:32:05.2439717;13;16;1;6;FALSE
11:32:05.3445074;14;16;1;6;FALSE
11:32:05.4450851;14;16;1;7;FALSE
11:32:05.5452005;14;16;1;7;FALSE
11:32:05.6144123;14;16;1;7;FALSE
11:32:05.6987553;14;16;1;7;FALSE
11:32:05.7925477;14;16;1;7;FALSE
11:32:05.8934089;14;16;1;7;FALSE
11:32:05.9779647;14;16;1;7;FALSE
11:32:06.0782643;14;16;1;7;FALSE
11:32:06.1785933;14;16;2;7;FALSE
11:32:06.2476391;14;16;2;8;FALSE
11:32:06.3164580;14;16;2;8;FALSE
11:32:06.4091664;14;16;2;8;FALSE
11:32:06.5165436;14;16;2;8;FALSE
11:32:06.5946627;14;16;2;8;FALSE
11:32:06.6637122;14;16;2;8;FALSE
11:32:06.7485575;14;16;2;8;FALSE
11:32:06.8489336;14;16;2;9;FALSE
11:32:06.9491799;14;16;2;9;FALSE
11:32:07.0183064;14;16;3;9;FALSE
11:32:07.1184928;14;16;3;9;FALSE
11:32:07.2187843;14;16;3;9;FALSE
11:32:07.3194171;14;16;3;9;FALSE
11:32:07.3974518;14;16;3;9;FALSE
11:32:07.4662058;14;16;3;9;FALSE
11:32:07.5665712;14;16;3;10;FALSE
11:32:07.6669490;14;16;3;10;FALSE
11:32:07.7675442;14;16;3;10;FALSE
11:32:07.8678074;14;16;3;10;FALSE
11:32:07.9680514;14;16;3;10;FALSE
11:32:08.0527123;14;16;3;10;FALSE
11:32:08.1217095;14;16;3;10;FALSE
11:32:08.2219776;14;16;3;10;FALSE
11:32:08.3222023;14;16;3;10;FALSE
11:32:08.4002335;14;16;3;10;FALSE
11:32:08.4848285;14;16;3;10;FALSE
11:32:08.5852857;14;16;3;10;FALSE
11:32:08.6855987;14;16;3;9;FALSE
11:32:08.7910148;14;16;3;9;FALSE
11:32:08.8703498;14;16;3;9;FALSE
11:32:08.9704163;14;16;3;9;FALSE
